seqid	sample	count	relab	domain	phylum	class	order	family	genus	species
b46811d94287130867b04cc01970c2cf	P28309_1061	160	0.0017581644762867566	Bacteria	Bacillota	Moorellia	Desulfitibacterales	Desulfitibacteraceae	Desulfitibacter	Desulfitibacter alkalitolerans
b46811d94287130867b04cc01970c2cf	P28309_1063	95	0.0010398879110293795	Bacteria	Bacillota	Moorellia	Desulfitibacterales	Desulfitibacteraceae	Desulfitibacter	Desulfitibacter alkalitolerans
dae42f7cf2ac64e226258ff36e838ac8	P28309_1061	68	7.472199024218715e-4	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	NA	NA
dae42f7cf2ac64e226258ff36e838ac8	P28309_1062	44	8.47637211273575e-4	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	NA	NA
dae42f7cf2ac64e226258ff36e838ac8	P28309_1063	137	0.0014996278295897369	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	NA	NA
6e3ee26f0178e69f33370abee070649e	P28309_1063	41	4.487937300232059e-4	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	NA
5e2dc2c8f67118e771518c4630fbde47	P28309_1061	55	6.043690387235726e-4	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Smithellaceae	UBA8904	NA
5e2dc2c8f67118e771518c4630fbde47	P28309_1062	53	0.0010210175499431697	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Smithellaceae	UBA8904	NA
5e2dc2c8f67118e771518c4630fbde47	P28309_1063	133	0.0014558430754411315	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Smithellaceae	UBA8904	NA
aaf363d33b413559f355276afbb79f37	P28309_1064	101	0.04626660558863949	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	UBA10365	UBA10365 sp003536295
8789f6953d6cff252232961ac2d19758	P28309_1061	127	0.001395543053052613	Bacteria	Bacillota	Moorellia	Desulfitibacterales	Desulfitibacteraceae	Desulfitibacter	Desulfitibacter alkalitolerans
8789f6953d6cff252232961ac2d19758	P28309_1062	28	5.39405498083184e-4	Bacteria	Bacillota	Moorellia	Desulfitibacterales	Desulfitibacteraceae	Desulfitibacter	Desulfitibacter alkalitolerans
8789f6953d6cff252232961ac2d19758	P28309_1063	72	7.881255746748983e-4	Bacteria	Bacillota	Moorellia	Desulfitibacterales	Desulfitibacteraceae	Desulfitibacter	Desulfitibacter alkalitolerans
b02a8d33d018119dedb2db15db887bfd	P28309_1064	33	0.015116811726981219	Bacteria	Actinomycetota	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes
ffe1e63147af5c2cd21231f1d5d59488	P28309_1061	66	7.252428464682871e-4	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
ffe1e63147af5c2cd21231f1d5d59488	P28309_1062	30	5.779344622319829e-4	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
ffe1e63147af5c2cd21231f1d5d59488	P28309_1063	122	0.0013354350015324665	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
8f4eb6944d28083105fdc0bec02619eb	P28309_1061	50	5.494263988396114e-4	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemania	NA
8f4eb6944d28083105fdc0bec02619eb	P28309_1062	39	7.513148009015778e-4	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemania	NA
